APN,Property Address,Owner Name,Mailing Address,Owner Occupied Yes/No,Tax Years Delinquent,Taxes Owed,Auction Status,Sale Date,Assessed Value,Recorder Docs Found,Probate Signal,Deceased Signal,Court Signal,LLC Status,Lien/Judgment Signal,Vacancy Signal,Motivation Score,Target Class,Best Strategy,Next Action,Source URLs,Verification Status,Notes
140-30-215-008,"3601 VALLEY FORGE AVE, Las Vegas NV",MARQUES INVESTMENTS LLC,UNVERIFIED - check Clark County Assessor,UNVERIFIED,3+ years minimum (2021 auction parcel; original delinquency year UNVERIFIED from source),"$92,505.80 (minimum bid as of 2021 auction notice)","SCHEDULED FOR AUCTION May 13-14, 2021 via Bid4Assets.com/ClarkNV",2021-05-13 to 2021-05-14,UNVERIFIED - check Clark County Assessor,UNVERIFIED - check: https://recorder.clarkcountynv.gov/forsearch/search?criteria=apn&query=140-30-215-008,UNVERIFIED - check Clark County Probate: https://www.clarkcountycourts.us/Anonymous/default.aspx,UNVERIFIED,UNVERIFIED - check: https://www.clarkcountycourts.us/Anonymous/default.aspx,UNVERIFIED - CHECK NV SOS: https://esos.nv.gov/EntitySearch/OnlineEntitySearch,UNVERIFIED - check Clark County Recorder,UNVERIFIED - check Google Maps,50,WATCH,Entity Distress / Wholesale or Flip,1) Pull assessor record; 2) Add to watchlist; 3) Re-score quarterly,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=140-30-215-008; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=140-30-215-008; https://recorder.clarkcountynv.gov/forsearch/search?criteria=apn&query=140-30-215-008; https://www.clarkcountynv.gov/government/departments/treasurer/real_property_tax_auction.php,PARTIAL - APN/Owner/Address/MinBid from source document; all other fields require external verification,"LLC owner | Score breakdown: +15 Auction parcel = minimum 3+ years delinquent; +15 Auction/sale date confirmed: May 13-14, 2021; +10 LLC/Corp entity - likely revoked/dissolved (verify NV SOS) | Phase 2 VERIFIED: 3601 Valley Forge Ave SFR $291K est value; LLC delinquency NOT in 2024 list — verify current ownership before outreach"
139-35-713-029,"2120 ASH AVE, Las Vegas NV",CORNERSTONE HOLDINGS LLC,UNVERIFIED - check Clark County Assessor,UNVERIFIED,3+ years minimum (2021 auction parcel; original delinquency year UNVERIFIED from source),"$45,717.22 (minimum bid as of 2021 auction notice)","SCHEDULED FOR AUCTION May 13-14, 2021 via Bid4Assets.com/ClarkNV",2021-05-13 to 2021-05-14,UNVERIFIED - check Clark County Assessor,UNVERIFIED - check: https://recorder.clarkcountynv.gov/forsearch/search?criteria=apn&query=139-35-713-029,UNVERIFIED - check Clark County Probate: https://www.clarkcountycourts.us/Anonymous/default.aspx,UNVERIFIED,UNVERIFIED - check: https://www.clarkcountycourts.us/Anonymous/default.aspx,UNVERIFIED - CHECK NV SOS: https://esos.nv.gov/EntitySearch/OnlineEntitySearch,UNVERIFIED - check Clark County Recorder,UNVERIFIED - check Google Maps,20,WATCH,Entity Distress / Wholesale or Flip,1) Pull assessor record; 2) Add to watchlist; 3) Re-score quarterly,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=139-35-713-029; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=139-35-713-029; https://recorder.clarkcountynv.gov/forsearch/search?criteria=apn&query=139-35-713-029; https://www.clarkcountynv.gov/government/departments/treasurer/real_property_tax_auction.php,PARTIAL - APN/Owner/Address/MinBid from source document; all other fields require external verification,"LLC owner | Score breakdown: +15 Auction parcel = minimum 3+ years delinquent; +15 Auction/sale date confirmed: May 13-14, 2021; +10 LLC/Corp entity - likely revoked/dissolved (verify NV SOS) | Phase 2 FLAG: 2120 Ash Ave sold Aug 26 2022 for $365,000 — OWNERSHIP CHANGED; original LLC delinquency likely resolved; ARCHIVE"
140-15-411-041,"2558 ATHENA DR, Las Vegas NV",STRAWBERRY FIELD LLC,UNVERIFIED - check Clark County Assessor,UNVERIFIED,3+ years minimum (2021 auction parcel; original delinquency year UNVERIFIED from source),"$21,253.27 (minimum bid as of 2021 auction notice)","SCHEDULED FOR AUCTION May 13-14, 2021 via Bid4Assets.com/ClarkNV",2021-05-13 to 2021-05-14,UNVERIFIED - check Clark County Assessor,UNVERIFIED - check: https://recorder.clarkcountynv.gov/forsearch/search?criteria=apn&query=140-15-411-041,UNVERIFIED - check Clark County Probate: https://www.clarkcountycourts.us/Anonymous/default.aspx,UNVERIFIED,UNVERIFIED - check: https://www.clarkcountycourts.us/Anonymous/default.aspx,UNVERIFIED - CHECK NV SOS: https://esos.nv.gov/EntitySearch/OnlineEntitySearch,UNVERIFIED - check Clark County Recorder,UNVERIFIED - check Google Maps,40,WATCH,Entity Distress / Wholesale or Flip,1) Pull assessor record; 2) Add to watchlist; 3) Re-score quarterly,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=140-15-411-041; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=140-15-411-041; https://recorder.clarkcountynv.gov/forsearch/search?criteria=apn&query=140-15-411-041; https://www.clarkcountynv.gov/government/departments/treasurer/real_property_tax_auction.php,PARTIAL - APN/Owner/Address/MinBid from source document; all other fields require external verification,"LLC owner | Score breakdown: +15 Auction parcel = minimum 3+ years delinquent; +15 Auction/sale date confirmed: May 13-14, 2021; +10 LLC/Corp entity - likely revoked/dissolved (verify NV SOS) | Phase 2 VERIFIED: 2558 Athena Dr — 720 sqft built 1970; very small structure; NOT in 2024 delinquency list; verify current status"
162-11-213-006,"1440 VEGAS VALLEY DR UT 6, Las Vegas NV",SMITH & PARKER LLC,UNVERIFIED - check Clark County Assessor,UNVERIFIED,3+ years minimum (2021 auction parcel; original delinquency year UNVERIFIED from source),"$6,610.36 (minimum bid as of 2021 auction notice)","SCHEDULED FOR AUCTION May 13-14, 2021 via Bid4Assets.com/ClarkNV",2021-05-13 to 2021-05-14,UNVERIFIED - check Clark County Assessor,UNVERIFIED - check: https://recorder.clarkcountynv.gov/forsearch/search?criteria=apn&query=162-11-213-006,UNVERIFIED - check Clark County Probate: https://www.clarkcountycourts.us/Anonymous/default.aspx,UNVERIFIED,UNVERIFIED - check: https://www.clarkcountycourts.us/Anonymous/default.aspx,UNVERIFIED - CHECK NV SOS: https://esos.nv.gov/EntitySearch/OnlineEntitySearch,UNVERIFIED - check Clark County Recorder,UNVERIFIED - check Google Maps,40,WATCHLIST,Entity Distress / Wholesale or Flip,1) Pull assessor record; 2) Add to watchlist; 3) Re-score quarterly,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=162-11-213-006; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=162-11-213-006; https://recorder.clarkcountynv.gov/forsearch/search?criteria=apn&query=162-11-213-006; https://www.clarkcountynv.gov/government/departments/treasurer/real_property_tax_auction.php,PARTIAL - APN/Owner/Address/MinBid from source document; all other fields require external verification,"LLC owner | Score breakdown: +15 Auction parcel = minimum 3+ years delinquent; +15 Auction/sale date confirmed: May 13-14, 2021; +10 LLC/Corp entity - likely revoked/dissolved (verify NV SOS)"
125-10-510-007,UNVERIFIED - check Clark County Assessor,STONERIDGE PARKWAY L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$1,757,386.81 (FY2023-2024; taxes $990,832.83 + pen/int $766,465.98 + cost $88.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=125-10-510-007; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=125-10-510-007; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (6 parcels in 2024 list); +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
139-28-703-005,UNVERIFIED - check Clark County Assessor,R A H CAPITAL L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$1,207,497.75 (FY2023-2024; taxes $710,333.60 + pen/int $497,143.15 + cost $21.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=139-28-703-005; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=139-28-703-005; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (6 parcels in 2024 list); +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
139-28-711-006,UNVERIFIED - check Clark County Assessor,R A H CAPITAL L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$875,210.96 (FY2023-2024; taxes $511,361.12 + pen/int $363,800.84 + cost $49.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=139-28-711-006; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=139-28-711-006; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (6 parcels in 2024 list); +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
139-28-703-013,UNVERIFIED - check Clark County Assessor,R A H CAPITAL L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$728,732.57 (FY2023-2024; taxes $429,851.88 + pen/int $298,859.69 + cost $21.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=139-28-703-013; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=139-28-703-013; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (6 parcels in 2024 list); +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
125-10-811-020,UNVERIFIED - check Clark County Assessor,STONERIDGE PARKWAY L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$253,000.47 (FY2023-2024; taxes $139,128.58 + pen/int $113,783.89 + cost $88.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=125-10-811-020; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=125-10-811-020; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (6 parcels in 2024 list); +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
125-10-110-014,UNVERIFIED - check Clark County Assessor,STONERIDGE PARKWAY L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$71,957.81 (FY2023-2024; taxes $39,539.71 + pen/int $32,330.10 + cost $88.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=125-10-110-014; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=125-10-110-014; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (6 parcels in 2024 list); +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
191-10-310-006,UNVERIFIED - check Clark County Assessor,ODYSSEY TIER INDUSTRIAL CENTER L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$69,028.34 (FY2023-2024; taxes $52,576.99 + pen/int $16,430.35 + cost $21.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=191-10-310-006; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=191-10-310-006; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (2 parcels in 2024 list); +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
125-10-110-009,UNVERIFIED - check Clark County Assessor,STONERIDGE PARKWAY L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$61,778.17 (FY2023-2024; taxes $33,941.21 + pen/int $27,750.96 + cost $86.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=125-10-110-009; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=125-10-110-009; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (6 parcels in 2024 list); +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
140-29-118-016,UNVERIFIED - check Clark County Assessor,R C L ESTATES L L C,UNVERIFIED,UNVERIFIED,Current year or less (FY2023-2024),$343.51 (FY2023-2024; taxes $318.76 + pen/int $12.75 + cost $12.00),Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,YES - ESTATE signal,POSSIBLE,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Probate Acquisition Target,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=140-29-118-016; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=140-29-118-016; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+20 ESTATE/DECEASED signal; +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (3 parcels in 2024 list) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
140-29-118-006,UNVERIFIED - check Clark County Assessor,R C L ESTATES L L C,UNVERIFIED,UNVERIFIED,Current year or less (FY2023-2024),$297.80 (FY2023-2024; taxes $274.81 + pen/int $10.99 + cost $12.00),Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,YES - ESTATE signal,POSSIBLE,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Probate Acquisition Target,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=140-29-118-006; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=140-29-118-006; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+20 ESTATE/DECEASED signal; +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (3 parcels in 2024 list) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
140-29-111-017,UNVERIFIED - check Clark County Assessor,R C L ESTATES L L C,UNVERIFIED,UNVERIFIED,Current year or less (FY2023-2024),$274.98 (FY2023-2024; taxes $252.87 + pen/int $10.11 + cost $12.00),Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,YES - ESTATE signal,POSSIBLE,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,35,LOW PRIORITY,Probate Acquisition Target,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=140-29-111-017; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=140-29-111-017; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+20 ESTATE/DECEASED signal; +10 LLC/Corp entity - verify NV SOS status; +5 Multi-parcel owner (3 parcels in 2024 list) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
139-26-411-004,UNVERIFIED - check Clark County Assessor,BRYCE PETERS FIN CORP L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$457,974.42 (FY2023-2024; taxes $192,380.57 + pen/int $264,674.85 + cost $919.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,30,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=139-26-411-004; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=139-26-411-004; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
129-12-000-006,UNVERIFIED - check Clark County Assessor,RULER L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$308,894.97 (FY2023-2024; taxes $199,306.82 + pen/int $109,508.15 + cost $80.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,30,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=129-12-000-006; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=129-12-000-006; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
139-35-111-013,UNVERIFIED - check Clark County Assessor,TORI-ANN INC,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$236,011.26 (FY2023-2024; taxes $132,112.37 + pen/int $103,812.89 + cost $86.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,30,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=139-35-111-013; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=139-35-111-013; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
163-36-613-015,UNVERIFIED - check Clark County Assessor,SOUTHWEST INDUSTRIAL PARK L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$146,087.12 (FY2023-2024; taxes $75,582.01 + pen/int $69,643.11 + cost $862.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,30,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=163-36-613-015; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=163-36-613-015; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
103-13-010-020,UNVERIFIED - check Clark County Assessor,GLOBAL BIO LABS L L C,UNVERIFIED,UNVERIFIED,3+ years (estimated from penalty/interest ratio),"$125,344.06 (FY2023-2024; taxes $95,346.77 + pen/int $29,930.29 + cost $67.00)",Certificate eligible June 2024 (redemption period per NRS 361),UNVERIFIED - certificate issued June 2024; auction eligibility after 2-year redemption period (~June 2026),UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,LLC/Corp - verify NV SOS,UNVERIFIED,UNVERIFIED,30,LOW PRIORITY,Entity Distress / Wholesale or Flip,1) Verify at Clark County Assessor; 2) Check NV SOS for LLC status; 3) Pull recorder docs,https://assessor.clarkcountynv.gov/assrapp/assessment/SitePages/showDetail.aspx?apn=103-13-010-020; https://treasurer.clarkcountynv.gov/treasurer-home/real-property-tax-inquiry?apn=103-13-010-020; https://www.clarkcountynv.gov/government/departments/treasurer/delinquent_taxes.php,PARTIAL - APN/Owner/Tax amounts from 2024 Annual Delinquency Publication; address/assessed value require Assessor lookup,+15 Estimated 3+ years delinquent (pen/int ratio); +10 LLC/Corp entity - verify NV SOS status; +5 High taxes owed (>$50k) | Source: 2024 Clark County Annual Delinquency Publication FY2023-2024
